text_a1,binary_annotation_a1,binary_annotation_a2,binary_annotation_a3
"¿ Cómo te engaña la vista ? 
 https://t.co/AKyko3l1Zy 
 # DivulgaCiencia https://t.co/suWMxd5dfl",1,1,1
"# Estreno | ¿ La inteligencia artificial acabará con el arte ? 🎨 

  https://t.co/GwIUSbNi06 

  # IA # inteligenciaartificial",1,0,1
"# AlGrano 
 El ajolote tiene 32 000 000 000 de pares de ADN y el ser humano sólo 3 200 millones . # CómoVes https://t.co/mUFG0QnimP",0,0,0
"# LaCienciaEnElMundo| ¡ Conoce la nueva estructura anatómica humana : el músculo masetero ! Se trata de una parte de nuestro cuerpo que se tensa y ‘ ’ brinca ’’ cuando apretamos la mandíbula . 😬 
 👉 https://t.co/Wq4sxoHQio 
 # LaCienciaEnTuVida # CienciaUNAM https://t.co/NdaesITllc",1,1,1
¿ Cuándo será el fin del universo ? Un astrofísico mexicano lo calculó https://t.co/YJxaR5uHMm,0,0,1
"# Salud | Después de la COVID-19 , es la enfermedad infecciosa que actualmente provoca el mayor número de muertes .   🦠   # DíaMundialdelaTuberculosis 
 https://t.co/1asbeyRVNV",0,0,0
"# UnDíaComoHoy nació la primera ingeniera geóloga de 🇲 🇽 , Josefa Cuevas . ⚒ ️ 🛢 ️ 

 📢 Conoce más sobre su vida en este artículo de la @rdu_unam 👉 https://t.co/1GudIehaTP 

 ⚙ ️Sobre la falta de inclusión de las mujeres en las ingenierías 👉 https://t.co/10m1PBFihq 

 # CientíficasMexicanas https://t.co/37sngVvxFr",0,0,0
"¡ Gracias por compartir , @Candesgracia ! Pertenece a la familia # Araneidae . Se les conoce como arañas de seda orbicular . No son consideradas de importancia médica # NIM ✅ Puedes reubicarla en algún arbusto . Saludos ºOOº https://t.co/iEFF7FRzds",0,0,1
"# Salud | ¡ La descomposición de los plásticos en partículas muy pequeñas , les da la capacidad de invadir órganos y tejidos ! 🧠 
 👉 https://t.co/tDv1R4qgrS https://t.co/WOFzZvJdKW",0,1,0
"# AmbienteyNaturaleza | ¡ Checa cómo se mueve un pepino de mar en su ambiente natural ! 🥒 
 📹 https://t.co/A95IyXNs6s https://t.co/JgBH2SYI5w",0,0,0
"Hace 20 años se publicó en Ciencias un artículo que señala la creación de una declaración de la ONU con artículos que buscan una reflexión ética sobre la ciencia y la tecnología que incluyen el proyecto del genoma humano . 

 Ética y genética 

 📌 https://t.co/aiBJtOfGtI https://t.co/OvGwA1sjUK",0,1,0
"La ciencia actual dice que la # astrologia no es una ciencia y la posición de los astros no tiene ninguna correlación con las personalidades ni los destinos de las personas . 

 ¡ Alto ! Tampoco nos odien a nosotros , tenemos un estudio que respalda esta tesis . https://t.co/usPK5WPlac",0,1,0
El descubrimiento de dos grupos de estrellas de 12 mil millones de años de edad cercanos el núcleo de nuestra galaxia indican cómo está se formó por agregación de galaxias más pequeñas . ( ESO / Univ . Bologna ) https://t.co/O03lrlycjT,1,0,0
"# ImagendelDía 📸 | El pulpo de anillos azules se distingue de todos los animales marinos por los luminosos anillos azules que revisten la totalidad de su cuerpo . No mide más de 10 centímetros , pero es uno de los moluscos cefalópodos más letales del reino animal . https://t.co/P5h9PltTJw",0,0,1
"CIENCIA Y NIEVE ❄ ️ 🔬 🥶 💙 
 
 Hice esta fotografía con mucho cariño para ustedes y pensé que sería cool dejarles unos datos curiosos sobre la nieve ✨ 

 La fórmula principal para la nieve es : 

 Temperatura ( bajo 0ºC ) 🌡 ️ + humedad en la atmósfera 💦 = “ ¡ está nevandooo ! ” https://t.co/JlRnM1Fd4j",0,0,0
"NO DIGAS 
 Cada día me enamoro más de ti 

 DI 
 Cada día haces que produzca más oxitocina , dopamina , endorfina y serotonina 

 Este es el cóctel de la felicidad https://t.co/OsCiBkALV2",0,1,1
"No te pierdas la Noche de las Estrellas 2022 este 3 de diciembre en el Zócalo de la Ciudad de México . 

 Consulta toda la información : https://t.co/WkXxs9tTBv https://t.co/DypYbYmf6 G",0,0,1
Utilizando los numerosos planetas que descubrió la sonda Kepler se espera encontrar un planeta similar a la Tierra a menos de 20 años luz de distancia ; la probabilidad se estima en 95% . ( Universe Today ) https://t.co/7M0q0OXQkO,0,1,0
"# UnDíaComoHoy la rusa Valentina Tereshkova se convierte en la primera mujer en volar al espacio , a bordo del Vostok 6 . 👨 ‍ 🚀 🚀 🌍 

 Cumplió 70,8 horas de vuelo en las que orbitó la Tierra 48 veces . 

 ¿ Por qué es necesario que haya más mujeres científicas ? 👉 https://t.co/v0SDB1VPq8 https://t.co/iniWVq1SBP",0,0,0
"# UnDíaComoHoy nace Alexander von Humboldt , uno de los naturalistas más renombrado de su tiempo . 

 Visitó nuestro país a inicios del siglo XIX . Realizó observaciones por toda Sudamérica y contribuyó a diversas áreas del conocimiento , como la geografía y la ecología . 

 # CienciaAMC https://t.co/AlmluvjjO3",1,0,0
"Para las especies # Latrodectus mactans ( fig. 18 ) y Latrodectus geometricus ( fig. 19 y 20 ) en México . Esta variación no sólo se da entre especies , sino también entre especímenes de diferente edad de una misma especie . Para ejemplo te comparto esta placa https://t.co/MzgBLjH01H",0,0,0
El # perímetro de un polígono es igual a la suma de las longitudes de sus lados . En el caso de una figura geométrica cerrada ( como la circunferencia ) es igual a la longitud de la línea que la delimita . # Math2me,0,0,0
"El mejor remedio para deshacerte del hipo es acumular CO2 hiperventilando o conteniendo la respiración . 
 ¡ Curiosamente ! 🔍 🧠 👁",0,0,0
"Información engañosa circulando en redes sobre el cometa Finlay ( ! ) . 
 Varios medios han publicado que el cometa 15P / Finlay será visible el día de hoy , miércoles 7 de julio desde todo el mundo . 
 ¿ Por qué es engañosa la noticia ? ( 1/ ) 
 Img : cometa Finlay en 2014 ( J. Cerny et al . ) https://t.co/zdvMn7PwCI",0,1,1
"Alguna vez te preguntaste ... 

 ¿ Por qué las # hormigas caminan en fila ? 
 Cuando una hormiga encuentra algo sabroso , como comida u hojas para fertilizar sus granjas de hongos , empieza a segregar una sustancia química aromática y regresa al hormiguero . https://t.co/v2vSMc8Yjt",0,0,0
"Una profesora es la primera # matemática en recibir el premio de la Chinese Academy of Sciences . 😎  

  https://t.co/hng4EzMzic https://t.co/ryVqBob682",0,0,0
"La sonda espacial "" Esperanza "" de los Emiratos Árabes entró en órbita de Marte hace unas horas : https://t.co/P7hxGIR1wb",0,0,1
"Hace dos semanas , un equipo de investigación anunció por primera vez la detección de un disco circumplanetario gracias a la emisión de gas , concretamente de una molécula de monóxido de carbono formada con carbono-13 ( 13CO ) . La detección fue posible gracias a @almaobs @ALMAObs_esp",0,0,1
"# UnDíaComoHoy nació María Winkelmann , la primera astrónoma que descubrió un cometa . 🔭 ☄ ️ 

 ⭐ ️ Conoce más de # MujeresenlaCiencia en nuestro número sobre ciencia y género : https://t.co/4NdjkkDIiB 

 ⭐ ️ Más de la vida de María : https://t.co/Ki0nK9lTi8 

 # CienciaAMC https://t.co/gacGrY28Df",0,0,0
"# Tecnología | ¿ Pueden pensar las máquinas ? La pregunta del célebre matemático que abrió camino a la # InteligenciaArtificial . # AlanTuring 
 https://t.co/BE1GntLdBH",0,1,0
El mapa mas completo del universo observable en forma interactiva ( espectacular ! ! ! ): https://t.co/oTuJJZliN9,0,0,0
Se pueden crear organoides artificiales para realizar estudios médicos . Los organoides de hígado infectados con Covid-19 muestran el daño que producen . Reforzando los estudios que muestran que este virus ataca no sólo a los pulmones . ( Nature / Bing Shao ) https://t.co/Ef4xZBlgEI,0,1,0
"# UnDiaComoHoy | Celebramos El Día Mundial de la # INFORMATICA 
 por ser una de las más valiosas herramientas creadas por el hombre . https://t.co/CKB1mwXQr4",0,1,0
"¿ Cómo se obtuvo la tan esperada imagen de Sagitario A * , ubicado en el centro de nuestra galaxia ? 

 La @RevistaComoVes te cuenta en su edición de agosto : https://t.co/39FseZPEjT https://t.co/l5QTQz1vBl",0,0,0
"Escuche / descargue 20/09/10 Coronavirus Proteinas Desconocidas . El Explicador . Cápsula . en https://t.co/aps3voGOfT Suscríbase al canal . Agradecemos su interés , comentarios , preguntas , apoyo y por compartir . Gracias por su apoyo al https://t.co/7g4bTfgHQm y Patreon .",0,0,0
"4 . Las personas zurdas no son muy comunes . Únicamente entre el 10 y 15 por ciento de la población es zurda . 

 Y esto puede ser por predisposición genética , pero aquí te vamos a contar más . 👇 

 https://t.co/qMy87QUjcO",0,0,0
"La vejez es la última etapa de vida de las personas y se conoce como la tercera edad , que inicia a partir de los 65 años . 

 En la etapa del envejecimiento comienzan las transformaciones mentales y físicas progresivas , propias de la edad .",1,1,0
"2 . Esta enfermedad no aparece de la nada . El deterioro es progresivo y se va dando por fases , y no todas las personas transitan por estas etapas de la misma manera .",0,1,0
"¿ Que está viendo ? 

 Aunque parte del ojo se halla fijo , es posible observar el movimiento de las retinas de esta araña de la especie # Lyssomanes viridis . 

 Las arañas saltarinas tienen una excelente visión ºOOº 

 Vía @erincpow https://t.co/CuumnWZIHp",0,0,0
"La Pequeña Nube de Magallanes es una galaxia irregular a tan sólo 200 mil años luz . Se piensa que su forma distorsionada es debido al acercamiento que tuvo con nuestra galaxia . 
 La imagen es de uno de los más destacados astrofotógrafos mexicanos , José Mtanous . 
 Hoy está en @apod https://t.co/p2eC7zQU7P",1,0,1
Necesitamos que esto sea más que un meme @McDonaldsMexico 😋 https://t.co/tsxIphmhSB,0,0,1
"# CienciasdelaTierra | ¿ Sabías que una roca puede tener millones de años de antigüedad ? 🪨 Conoce más sobre su ciclo y su importancia en el ambiente aquí 👇 🏽 
 https://t.co/11wWbAkEzs",0,0,0
"🌲 El pino , con su peculiar aroma , ha sido hogar de cientos de especies desde hace más de 300 millones de años . 

 ¡ Te platicamos más de los pinos en # Adrenalina2022 ! https://t.co/yjCJ0Ev3Nx",0,1,1
"# CómoVes # AlGrano 
 Un # virus puede medir entre los 20 y los 300 nanómetros https://t.co/mxVPZIOXvU",0,0,0
"# ImagendelDía 📸 | La Fontana di Trevi , inaugurada en 1762 y construida por Nicola Salvi y el escultor Giovanni Pannini . La tradición que rodea esta fuente sobre lanzar una moneda hace que cada año se recauden cientos de miles de euros que son donados a la fundación Cáritas . https://t.co/yWoZJu4M1Z",0,0,1
"Por fin se tienen fotos nítidas de los once anillos de Urano combinando esfuerzos de varios observatorios y procesadores de imágenes : NASA , ESA , CSA , J. DePasquale ( STScl ) https://t.co/Qc2IzEZGBt",0,1,1
"# ImagendelDía 📸 | El lagarto Leiolepis ngovantrii pertenece a la familia de los agámidos y habita en el sudeste de Vietnam . Esta especie se reproduce por partenogénesis , es decir , las hembras no requieren la fecundación de un macho . 🦎 https://t.co/4oqrL1UCWM",0,0,0
"En el cinturón de Kuiper , el grupo de asteroides que está más o menos a la distancia de Plutón se descubrió un sistema doble de objetos ricos en hielo de agua , metano y amoniaco , como suele ser la composición de los objetos de esa región . ( Universe Today ) https://t.co/mmUcPDzsxW",1,1,1
"1 . Eclipse total de Luna 🌓 
 2 . Luna roja ( o de sangre)🩸 
 3 . Súper luna 🌕 

 1 . En un eclipse lunar , la Tierra impide que la luz del Sol llegue hasta la Luna . https://t.co/7Si7GAXz8 m",0,1,1
# ImagendelDía 📸 | Entre los seres que habitan el mar frofundo está la medusa del género Halitrephes . Archipiélago de Revillagigedo . https://t.co/fHGmFJYIOR,0,0,0
"¿ Qué es HAWC ? 

 El High Altitude Water Cherenkov es un observatorio cuyo instrumento principal no es un espejo , lente ni antena , sino tanques de agua . HAWC detecta la radiación electromagnética producida por fenómenos altamente energéticos en el universo .",0,0,1
"# UnDíaComoHoy , pero de 1942 nació Stephen Hawking . ¿ Has leído alguno de sus libros ? 🤔 🤔 🤔 

 Conoce más sobre la vida de este rockstar de la física en este artículo de nuestros amigos de @revistacomoves 👉 👉 👉 https://t.co/Mgi8ddJTb5 

 # CienciaAMC https://t.co/H7v4tknElb",0,0,1
"🌎 No sólo el Sol tiene planetas que giran a su alrededor.🪐 Se han detectado miles de exoplanetas girando alrededor de otras estrellas . 
 💥 ¿ Cómo hacen los astrónomos ? 
 ✨ Plática con el Dr. Salvador Curiel viernes 6 pm 
 ❗ FBLive / astronomiaunam 
 Crédito de la imagen : NASA / Kepler https://t.co/XxMJOqqGD2",0,0,0
"¿ Cómo influyen la inteligencia artificial 🧠 y la ciencia de datos en la industria , la medicina y la sociedad ? 🏭 ⚕ ️ 

 Acompáñanos en # CharlasConAutores con el doctor Adolfo Guzmán Arenas del @CIC_IPN_OFICIAL . 

 Transmitimos por Twitter y Youtube : https://t.co/qPEDGPpKnu https://t.co/3Jpk3jJgIs",0,0,0
"Los árboles de ginkgo biloba pueden vivir más de 1000 años . No mueren por vejez pues poseen un sistema inmune que no se deteriora , sino por causas externas como sequías . ( Jessica Hyde/ Mother Nature ) https://t.co/jAvC9TtkVa",0,0,0
"# AmbienteyNaturaleza | ¿ Sabías que las langostas Panulirus argus hembras producen , dependiendo de su tamaño , entre 250 mil y un millón de huevos por desove ? 🦞 Mira esta fotogalería y descubre más sobre este increíbles crustáceos 📷 
 https://t.co/V4KrL0x232",0,0,1
"¿ Por qué es tan genial la geometría ? Descúbrelo en nuestro video de hoy 
 https://t.co/1aAQyO4sLD 

 # geometria # matematicas # Ciencia # Curiosamente",0,0,0
👨 ‍ 🏫 Arquímedes determinó que π ≈ 3.1418 calculando perímetros de polígonos inscritos y circunscritos en un círculo de diámetro 1 .,0,0,0
"1 . ¿ La diabetes sólo les da a las personas que comen mucha azúcar ? 
 Existen muchos tipos de diabetes , clasificados en   cuatro grupos , y las situaciones que las causan son distintas . La diabetes tipo 2 es la que se asocia con una alimentación inadecuada ...",0,0,0
"Hoy se celebra el Día Internacional de los # Trópicos para reconocer su gran diversidad 🌳 🌴 🐇 🦜 🐅 🐢 🦎 y dar a conocer los retos y las oportunidades a los que se enfrentan las personas que los habitan . 

 Sobre la biodiversidad marina 🐋 🐳 de nuestro país : https://t.co/Dg45igTC7h https://t.co/jUKmua2mYE",0,0,0
"VENUS 
 Aquí podrías disfrutar de una lluvia caliente de ácido sulfúrico , extremadamente corrosiva . 

 La lluvia se evapora antes de llegar a la superficie debido a sus altas temperaturas . https://t.co/nGT82utK1s",0,0,0
Escuche / descargue ( MP3 ) 21/06/18 Polvo de Estrellas . Gracias por su apoyo a El Explicador : https://t.co/Bxam16ncUg y https://t.co/aps3voGOfT. Suscribase ! !,0,0,0
"Felices , felices , nos llegaron los primeros libros en físico . 🤗 Divulgaciencia México te invita a conocer esta maravillosa antología de textos de divulgación : Carta a Yuri . 🥰 

 1/3 https://t.co/YBHT0HkVF4",0,0,1
"En astronomía a estos objetos se les conoce como Núcleos Activos de Galaxias ( AGN ) de los cuales los cuasares son sus representantes más famosos 
 ¿ Qué mecanismo "" activa "" los núcleos de las galaxias ? Esta pregunta que ha recibido mucha atención de parte de la comunidad astronómica",0,1,1
Este es la imagen de un pez zebra microscópico luminiscente . ( Scientific American ) https://t.co/m1FkNsH2d9,0,0,1
"25/35 
 Los mamíferos que ponen huevos llamados monotremas , dan origen a marsupiales , como canguros y koalas , y estos a los placentarios , y los primeros muy probablemente eran como las musarañas , por lo que son el antepasado de perros , conejos , ballenas , murciélagos y humanos . https://t.co/UxvRPmtfbG",0,1,0
Escuche / descargue ( MP3 ) 21/06/17 Microscopios Cuánticos . Gracias por su apoyo a El Explicador : https://t.co/Bxam16ncUg y https://t.co/aps3voGOfT. Suscribase ! !,0,0,0
